-------------------------------------------------------------------------------------------------------

流水号        开仓日期        到期日          证券代码        证券名称        融券数量        偿还数量        剩余数量        权益补偿金额        权益补偿数量        卖均价         融券市值        融券利息        已还利息        逾期罚息        已还罚息        合约参考盈亏        状态说明        合约本金状态        券源标识        
20570         20200624        20201223        300070          碧水源          500             0               500             0.00                0                   8.300          4115.00         0.00            0.00            0.00            0.00            25.85               未偿还          本金未归还          预约券源        
20571         20200624        20201223        002635          安洁科技        100             0               100             0.00                0                   23.810         2612.00         0.00            0.00            0.00            0.00            -238.38             未偿还          本金未归还          预约券源        
20572         20200624        20201223        300182          捷成股份        700             0               700             0.00                0                   4.370          2828.00         0.00            0.00            0.00            0.00            222.94              未偿还          本金未归还          预约券源        
20573         20200624        20201223        000750          国海证券        300             0               300             0.00                0                   4.420          1326.00         0.00            0.00            0.00            0.00            -6.33               未偿还          本金未归还          预约券源        
20574         20200624        20201223        002155          湖南黄金        200             0               200             0.00                0                   7.780          1592.00         0.00            0.00            0.00            0.00            -42.56              未偿还          本金未归还          预约券源        
20575         20200624        20201223        002155          湖南黄金        200             0               200             0.00                0                   7.780          1592.00         0.00            0.00            0.00            0.00            -42.56              未偿还          本金未归还          预约券源        
20576         20200624        20201223        002155          湖南黄金        200             0               200             0.00                0                   7.780          1592.00         0.00            0.00            0.00            0.00            -42.56              未偿还          本金未归还          预约券源        
20577         20200624        20201223        600699          均胜电子        100             0               100             0.00                0                   23.290         2364.00         0.00            0.00            0.00            0.00            -42.38              未偿还          本金未归还          预约券源        
20579         20200624        20201223        002212          南洋股份        200             0               200             0.00                0                   24.930         5234.00         0.00            0.00            0.00            0.00            -257.99             未偿还          本金未归还          预约券源        
20580         20200624        20201223        300026          红日药业        300             0               300             0.00                0                   5.360          1617.00         0.00            0.00            0.00            0.00            -15.61              未偿还          本金未归还          预约券源        
20581         20200624        20201223        000975          银泰黄金        200             0               200             0.00                0                   15.770         3154.00         0.00            0.00            0.00            0.00            -8.15               未偿还          本金未归还          预约券源        
20582         20200624        20201223        002745          木林森          200             0               200             0.00                0                   16.180         3098.00         0.00            0.00            0.00            0.00            129.76              未偿还          本金未归还          预约券源        
20583         20200624        20201223        002745          木林森          200             0               200             0.00                0                   16.180         3098.00         0.00            0.00            0.00            0.00            129.76              未偿还          本金未归还          预约券源        
20585         20200624        20201223        300296          利亚德          600             0               600             0.00                0                   6.190          3540.00         0.00            0.00            0.00            0.00            165.29              未偿还          本金未归还          预约券源        
20586         20200624        20201223        300133          华策影视        300             0               300             0.00                0                   7.210          2166.00         0.00            0.00            0.00            0.00            -10.16              未偿还          本金未归还          预约券源        
20587         20200624        20201223        002544          杰赛科技        100             0               100             0.00                0                   13.160         1306.00         0.00            0.00            0.00            0.00            3.68                未偿还          本金未归还          预约券源        
20590         20200624        20201223        002266          浙富控股        100             0               100             0.00                0                   3.990          385.00          0.00            0.00            0.00            0.00            8.60                未偿还          本金未归还          预约券源        
20594         20200624        20201223        300630          普利制药        100             0               100             0.00                0                   70.800         7205.00         0.00            0.00            0.00            0.00            -137.08             未偿还          本金未归还          预约券源        
20595         20200624        20201223        300630          普利制药        100             0               100             0.00                0                   70.800         7205.00         0.00            0.00            0.00            0.00            -137.08             未偿还          本金未归还          预约券源        
20596         20200624        20201223        002505          大康农业        1100            0               1100            0.00                0                   2.240          2442.00         0.00            0.00            0.00            0.00            14.54               未偿还          本金未归还          预约券源        
20600         20200624        20201223        002127          南极电商        300             0               300             0.00                0                   22.170         6366.00         0.00            0.00            0.00            0.00            273.35              未偿还          本金未归还          预约券源        
20601         20200624        20201223        603858          步长制药        200             0               200             0.00                0                   27.320         5716.00         0.00            0.00            0.00            0.00            -262.57             未偿还          本金未归还          预约券源        
20602         20200624        20201223        603858          步长制药        200             0               200             0.00                0                   27.320         5716.00         0.00            0.00            0.00            0.00            -262.57             未偿还          本金未归还          预约券源        
20604         20200624        20201223        600811          东方集团        1300            0               1300            0.00                0                   4.460          5785.00         0.00            0.00            0.00            0.00            2.08                未偿还          本金未归还          预约券源        
20605         20200624        20201223        601799          星宇股份        100             0               100             0.00                0                   122.010        12737.00        0.00            0.00            0.00            0.00            -553.44             未偿还          本金未归还          预约券源        
20607         20200624        20201223        600598          北大荒          100             0               100             0.00                0                   14.640         1593.00         0.00            0.00            0.00            0.00            -135.49             未偿还          本金未归还          预约券源        
20608         20200624        20201223        600598          北大荒          100             0               100             0.00                0                   14.650         1593.00         0.00            0.00            0.00            0.00            -134.50             未偿还          本金未归还          预约券源        
20609         20200624        20201223        600598          北大荒          100             0               100             0.00                0                   14.650         1593.00         0.00            0.00            0.00            0.00            -134.50             未偿还          本金未归还          预约券源        
20610         20200624        20201223        000729          燕京啤酒        100             0               100             0.00                0                   6.740          696.00          0.00            0.00            0.00            0.00            -27.67              未偿还          本金未归还          预约券源        
20611         20200624        20201223        002797          第一创业        400             0               400             0.00                0                   7.070          2832.00         0.00            0.00            0.00            0.00            -11.83              未偿还          本金未归还          预约券源        
20612         20200624        20201223        002797          第一创业        400             0               400             0.00                0                   7.070          2832.00         0.00            0.00            0.00            0.00            -11.83              未偿还          本金未归还          预约券源        
20613         20200624        20201223        002797          第一创业        400             0               400             0.00                0                   7.070          2832.00         0.00            0.00            0.00            0.00            -11.83              未偿还          本金未归还          预约券源        
20614         20200624        20201223        002797          第一创业        400             0               400             0.00                0                   7.070          2832.00         0.00            0.00            0.00            0.00            -11.83              未偿还          本金未归还          预约券源        
20615         20200624        20201223        300010          立思辰          200             0               200             0.00                0                   18.240         4160.00         0.00            0.00            0.00            0.00            -520.65             未偿还          本金未归还          预约券源        
20616         20200624        20201223        300010          立思辰          200             0               200             0.00                0                   18.240         4160.00         0.00            0.00            0.00            0.00            -520.64             未偿还          本金未归还          预约券源        
20617         20200624        20201223        300212          易华录          100             0               100             0.00                0                   52.820         5639.00         0.00            0.00            0.00            0.00            -367.28             未偿还          本金未归还          预约券源        
20619         20200624        20201223        000156          华数传媒        100             0               100             0.00                0                   11.120         1085.00         0.00            0.00            0.00            0.00            20.89               未偿还          本金未归还          预约券源        
20620         20200624        20201223        600811          东方集团        1300            0               1300            0.00                0                   4.460          5785.00         0.00            0.00            0.00            0.00            2.08                未偿还          本金未归还          预约券源        
20621         20200624        20201223        600811          东方集团        1300            0               1300            0.00                0                   4.460          5785.00         0.00            0.00            0.00            0.00            2.08                未偿还          本金未归还          预约券源        
20622         20200624        20201223        000061          农 产 品        200             0               200             0.00                0                   7.340          1470.00         0.00            0.00            0.00            0.00            -8.47               未偿还          本金未归还          预约券源        
20623         20200624        20201223        000061          农 产 品        200             0               200             0.00                0                   7.340          1470.00         0.00            0.00            0.00            0.00            -8.47               未偿还          本金未归还          预约券源        
20624         20200624        20201223        000686          东北证券        100             0               100             0.00                0                   8.690          861.00          0.00            0.00            0.00            0.00            -7.87               未偿还          本金未归还          预约券源        
20625         20200624        20201223        000686          东北证券        100             0               100             0.00                0                   8.690          861.00          0.00            0.00            0.00            0.00            -7.87               未偿还          本金未归还          预约券源        
20628         20200624        20201223        002372          伟星新材        100             0               100             0.00                0                   11.780         1179.00         0.00            0.00            0.00            0.00            -7.18               未偿还          本金未归还          预约券源        
20629         20200624        20201223        002372          伟星新材        100             0               100             0.00                0                   11.780         1179.00         0.00            0.00            0.00            0.00            -7.18               未偿还          本金未归还          预约券源        
20631         20200624        20201223        600409          三友化工        100             0               100             0.00                0                   4.660          464.00          0.00            0.00            0.00            0.00            -3.48               未偿还          本金未归还          预约券源        
20632         20200624        20201223        002074          国轩高科        200             0               200             0.00                0                   27.070         5342.00         0.00            0.00            0.00            0.00            61.59               未偿还          本金未归还          预约券源        
20633         20200624        20201223        002506          协鑫集成        300             0               300             0.00                0                   2.590          783.00          0.00            0.00            0.00            0.00            -11.78              未偿还          本金未归还          预约券源        
20634         20200624        20201223        002506          协鑫集成        300             0               300             0.00                0                   2.590          783.00          0.00            0.00            0.00            0.00            -11.78              未偿还          本金未归还          预约券源        
20635         20200624        20201223        002506          协鑫集成        300             0               300             0.00                0                   2.590          783.00          0.00            0.00            0.00            0.00            -11.78              未偿还          本金未归还          预约券源        
20636         20200624        20201223        002506          协鑫集成        300             0               300             0.00                0                   2.590          783.00          0.00            0.00            0.00            0.00            -11.78              未偿还          本金未归还          预约券源        
20637         20200624        20201223        002506          协鑫集成        300             0               300             0.00                0                   2.590          783.00          0.00            0.00            0.00            0.00            -11.78              未偿还          本金未归还          预约券源        
20638         20200624        20201223        002583          海能达          400             0               400             0.00                0                   7.350          3008.00         0.00            0.00            0.00            0.00            -75.94              未偿还          本金未归还          预约券源        
20639         20200624        20201223        002583          海能达          400             0               400             0.00                0                   7.350          3008.00         0.00            0.00            0.00            0.00            -75.94              未偿还          本金未归还          预约券源        
20640         20200624        20201223        300253          卫宁健康        400             0               400             0.00                0                   20.410         8560.00         0.00            0.00            0.00            0.00            -409.16             未偿还          本金未归还          预约券源        
20643         20200624        20201223        300482          万孚生物        100             0               100             0.00                0                   95.480         10129.00        0.00            0.00            0.00            0.00            -595.55             未偿还          本金未归还          预约券源        
20644         20200624        20201223        002373          千方科技        300             0               300             0.00                0                   23.050         7023.00         0.00            0.00            0.00            0.00            -119.92             未偿还          本金未归还          预约券源        
20645         20200624        20201223        002373          千方科技        300             0               300             0.00                0                   23.050         7023.00         0.00            0.00            0.00            0.00            -119.92             未偿还          本金未归还          预约券源        
20648         20200624        20201223        600064          南京高科        54              0               54              0.00                0                   9.530          531.90          0.00            0.00            0.00            0.00            -22.80              未偿还          本金未归还          预约券源        
20649         20200624        20201223        600037          歌华有线        100             0               100             0.00                0                   15.040         1498.00         0.00            0.00            0.00            0.00            -0.53               未偿还          本金未归还          预约券源        
20652         20200624        20201223        600026          中远海能        200             0               200             0.00                0                   6.560          1288.00         0.00            0.00            0.00            0.00            17.66               未偿还          本金未归还          预约券源        
20653         20200624        20201223        600597          光明乳业        100             0               100             0.00                0                   14.830         1539.00         0.00            0.00            0.00            0.00            -75.51              未偿还          本金未归还          预约券源        
20654         20200624        20201223        600885          宏发股份        100             0               100             0.00                0                   38.950         4005.00         0.00            0.00            0.00            0.00            -118.98             未偿还          本金未归还          预约券源        
20656         20200624        20201223        002701          奥瑞金          400             0               400             0.00                0                   4.140          1700.00         0.00            0.00            0.00            0.00            -50.66              未偿还          本金未归还          预约券源        
20657         20200624        20201223        002701          奥瑞金          200             0               200             0.00                0                   4.140          850.00          0.00            0.00            0.00            0.00            -27.83              未偿还          本金未归还          预约券源        
20658         20200624        20201223        002191          劲嘉股份        100             0               100             0.00                0                   8.920          932.00          0.00            0.00            0.00            0.00            -45.89              未偿还          本金未归还          预约券源        
20660         20200624        20201223        002385          大北农          1200            0               1200            0.00                0                   8.920          10812.00        0.00            0.00            0.00            0.00            -123.70             未偿还          本金未归还          预约券源        
20662         20200624        20201223        002353          杰瑞股份        200             0               200             0.00                0                   31.190         6228.00         0.00            0.00            0.00            0.00            -1.24               未偿还          本金未归还          预约券源        
20663         20200624        20201223        002128          露天煤业        100             0               100             0.00                0                   7.920          791.00          0.00            0.00            0.00            0.00            -4.79               未偿还          本金未归还          预约券源        
20664         20200624        20201223        002250          联化科技        300             0               300             0.00                0                   20.180         6981.00         0.00            0.00            0.00            0.00            -938.05             未偿还          本金未归还          预约券源        
20665         20200624        20201223        300482          万孚生物        100             0               100             0.00                0                   95.500         10129.00        0.00            0.00            0.00            0.00            -593.55             未偿还          本金未归还          预约券源        
20667         20200624        20201223        300316          晶盛机电        100             0               100             0.00                0                   24.500         2418.00         0.00            0.00            0.00            0.00            24.55               未偿还          本金未归还          预约券源        
20669         20200624        20201223        002128          露天煤业        100             0               100             0.00                0                   7.920          791.00          0.00            0.00            0.00            0.00            -4.79               未偿还          本金未归还          预约券源        
20671         20200624        20201223        600704          物产中大        400             0               400             0.00                0                   4.240          1732.00         0.00            0.00            0.00            0.00            -42.73              未偿还          本金未归还          预约券源        
20672         20200624        20201223        600704          物产中大        400             0               400             0.00                0                   4.240          1732.00         0.00            0.00            0.00            0.00            -42.73              未偿还          本金未归还          预约券源        
20673         20200624        20201223        600704          物产中大        400             0               400             0.00                0                   4.240          1732.00         0.00            0.00            0.00            0.00            -42.73              未偿还          本金未归还          预约券源        
20674         20200624        20201223        600704          物产中大        400             0               400             0.00                0                   4.240          1732.00         0.00            0.00            0.00            0.00            -42.73              未偿还          本金未归还          预约券源        
20675         20200624        20201223        002583          海能达          400             0               400             0.00                0                   7.350          3008.00         0.00            0.00            0.00            0.00            -75.94              未偿还          本金未归还          预约券源        
20676         20200624        20201223        600597          光明乳业        100             0               100             0.00                0                   14.830         1539.00         0.00            0.00            0.00            0.00            -75.51              未偿还          本金未归还          预约券源        
20677         20200624        20201223        002074          国轩高科        200             0               200             0.00                0                   27.080         5342.00         0.00            0.00            0.00            0.00            63.58               未偿还          本金未归还          预约券源        
20678         20200624        20201223        002074          国轩高科        200             0               200             0.00                0                   27.080         5342.00         0.00            0.00            0.00            0.00            63.58               未偿还          本金未归还          预约券源        
20679         20200624        20201223        601958          金钼股份        300             0               300             0.00                0                   6.070          1875.00         0.00            0.00            0.00            0.00            -60.86              未偿还          本金未归还          预约券源        
20680         20200624        20201223        601615          明阳智能        100             0               100             0.00                0                   12.420         1251.00         0.00            0.00            0.00            0.00            -15.26              未偿还          本金未归还          预约券源        
20681         20200624        20201223        601615          明阳智能        100             0               100             0.00                0                   12.420         1251.00         0.00            0.00            0.00            0.00            -15.26              未偿还          本金未归还          预约券源        
20682         20200624        20201223        600155          华创阳安        500             0               500             0.00                0                   12.300         6175.00         0.00            0.00            0.00            0.00            -36.27              未偿还          本金未归还          预约券源        
20685         20200624        20201223        300010          立思辰          200             0               200             0.00                0                   18.240         4160.00         0.00            0.00            0.00            0.00            -520.65             未偿还          本金未归还          预约券源        
20686         20200624        20201223        000537          广宇发展        100             0               100             0.00                0                   7.390          756.00          0.00            0.00            0.00            0.00            -22.74              未偿还          本金未归还          预约券源        
20692         20200624        20201223        000959          首钢股份        100             0               100             0.00                0                   4.270          446.00          0.00            0.00            0.00            0.00            -24.43              未偿还          本金未归还          预约券源        
20693         20200624        20201223        300271          华宇软件        200             0               200             0.00                0                   27.800         5454.00         0.00            0.00            0.00            0.00            95.44               未偿还          本金未归还          预约券源        
20695         20200624        20201223        002399          海普瑞          100             0               100             0.00                0                   23.640         2442.00         0.00            0.00            0.00            0.00            -103.36             未偿还          本金未归还          预约券源        
20696         20200624        20201223        002399          海普瑞          100             0               100             0.00                0                   23.640         2442.00         0.00            0.00            0.00            0.00            -103.36             未偿还          本金未归还          预约券源        
20702         20200624        20201223        002373          千方科技        300             0               300             0.00                0                   23.060         7023.00         0.00            0.00            0.00            0.00            -116.92             未偿还          本金未归还          预约券源        
20703         20200624        20201223        600598          北大荒          100             0               100             0.00                0                   14.650         1593.00         0.00            0.00            0.00            0.00            -134.50             未偿还          本金未归还          预约券源        
20704         20200624        20201223        300088          长信科技        900             0               900             0.00                0                   10.800         10305.00        0.00            0.00            0.00            0.00            -599.72             未偿还          本金未归还          预约券源        
20705         20200624        20201223        002373          千方科技        300             0               300             0.00                0                   23.060         7023.00         0.00            0.00            0.00            0.00            -116.92             未偿还          本金未归还          预约券源        
20706         20200624        20201223        002074          国轩高科        200             0               200             0.00                0                   27.090         5342.00         0.00            0.00            0.00            0.00            65.58               未偿还          本金未归还          预约券源        
20707         20200624        20201223        002074          国轩高科        200             0               200             0.00                0                   27.090         5342.00         0.00            0.00            0.00            0.00            65.58               未偿还          本金未归还          预约券源        
20709         20200624        20201223        002317          众生药业        200             0               200             0.00                0                   14.180         3596.00         0.00            0.00            0.00            0.00            -767.84             未偿还          本金未归还          预约券源        
20710         20200624        20201223        002317          众生药业        200             0               200             0.00                0                   14.190         3596.00         0.00            0.00            0.00            0.00            -765.84             未偿还          本金未归还          预约券源        
20711         20200624        20201223        600155          华创阳安        500             0               500             0.00                0                   12.300         6175.00         0.00            0.00            0.00            0.00            -36.27              未偿还          本金未归还          预约券源        
20712         20200624        20201223        600155          华创阳安        500             0               500             0.00                0                   12.300         6175.00         0.00            0.00            0.00            0.00            -36.27              未偿还          本金未归还          预约券源        
20713         20200624        20201223        600155          华创阳安        500             0               500             0.00                0                   12.300         6175.00         0.00            0.00            0.00            0.00            -36.27              未偿还          本金未归还          预约券源        
20714         20200624        20201223        000501          鄂武商Ａ        200             0               200             0.00                0                   14.880         3450.00         0.00            0.00            0.00            0.00            -481.98             未偿还          本金未归还          预约券源        
20715         20200624        20201223        600138          中青旅          200             0               200             0.00                0                   9.750          1986.00         0.00            0.00            0.00            0.00            -42.99              未偿还          本金未归还          预约券源        
20716         20200624        20201223        600138          中青旅          200             0               200             0.00                0                   9.750          1986.00         0.00            0.00            0.00            0.00            -42.99              未偿还          本金未归还          预约券源        
20717         20200624        20201223        600138          中青旅          200             0               200             0.00                0                   9.750          1986.00         0.00            0.00            0.00            0.00            -42.99              未偿还          本金未归还          预约券源        
20718         20200624        20201223        600138          中青旅          200             0               200             0.00                0                   9.750          1986.00         0.00            0.00            0.00            0.00            -42.99              未偿还          本金未归还          预约券源        
20719         20200624        20201223        300316          晶盛机电        100             0               100             0.00                0                   24.510         2418.00         0.00            0.00            0.00            0.00            25.55               未偿还          本金未归还          预约券源        
20720         20200624        20201223        300316          晶盛机电        100             0               100             0.00                0                   24.510         2418.00         0.00            0.00            0.00            0.00            25.55               未偿还          本金未归还          预约券源        
20721         20200624        20201223        600160          巨化股份        200             0               200             0.00                0                   6.890          1364.00         0.00            0.00            0.00            0.00            7.59                未偿还          本金未归还          预约券源        
20723         20200624        20201223        000046          泛海控股        200             0               200             0.00                0                   3.840          764.00          0.00            0.00            0.00            0.00            -1.77               未偿还          本金未归还          预约券源        
20724         20200624        20201223        002387          维信诺          200             0               200             0.00                0                   14.170         2880.00         0.00            0.00            0.00            0.00            -53.83              未偿还          本金未归还          预约券源        
20725         20200624        20201223        600079          人福医药        200             0               200             0.00                0                   24.820         5262.00         0.00            0.00            0.00            0.00            -308.06             未偿还          本金未归还          预约券源        
20726         20200624        20201223        600704          物产中大        200             0               200             0.00                0                   4.230          866.00          0.00            0.00            0.00            0.00            -25.87              未偿还          本金未归还          预约券源        
20727         20200624        20201223        600073          上海梅林        300             0               300             0.00                0                   9.320          2832.00         0.00            0.00            0.00            0.00            -43.86              未偿还          本金未归还          预约券源        
20728         20200624        20201223        600073          上海梅林        200             0               200             0.00                0                   9.320          1888.00         0.00            0.00            0.00            0.00            -30.90              未偿还          本金未归还          预约券源        
20729         20200624        20201223        600597          光明乳业        100             0               100             0.00                0                   14.830         1539.00         0.00            0.00            0.00            0.00            -75.51              未偿还          本金未归还          预约券源        
20732         20200624        20201223        600649          城投控股        200             0               200             0.00                0                   5.560          1212.00         0.00            0.00            0.00            0.00            -106.13             未偿还          本金未归还          预约券源        
20733         20200624        20201223        002249          大洋电机        200             0               200             0.00                0                   3.620          736.00          0.00            0.00            0.00            0.00            -17.72              未偿还          本金未归还          预约券源        
20734         20200624        20201223        300244          迪安诊断        100             0               100             0.00                0                   34.370         3480.00         0.00            0.00            0.00            0.00            -51.44              未偿还          本金未归还          预约券源        
20735         20200624        20201223        300244          迪安诊断        100             0               100             0.00                0                   34.380         3480.00         0.00            0.00            0.00            0.00            -50.44              未偿还          本金未归还          预约券源        
20737         20200624        20201223        600901          江苏租赁        100             0               100             0.00                0                   5.320          525.00          0.00            0.00            0.00            0.00            1.46                未偿还          本金未归还          预约券源        
20738         20200624        20201223        000997          新 大 陆        100             0               100             0.00                0                   16.100         1591.00         0.00            0.00            0.00            0.00            12.39               未偿还          本金未归还          预约券源        
20739         20200624        20201223        002507          涪陵榨菜        100             0               100             0.00                0                   35.060         3840.00         0.00            0.00            0.00            0.00            -342.51             未偿还          本金未归还          预约券源        
20741         20200624        20201223        600155          华创阳安        100             0               100             0.00                0                   12.300         1235.00         0.00            0.00            0.00            0.00            -11.25              未偿还          本金未归还          预约券源        
20742         20200624        20201223        000898          鞍钢股份        200             0               200             0.00                0                   2.550          498.00          0.00            0.00            0.00            0.00            -4.91               未偿还          本金未归还          预约券源        
20743         20200624        20201223        600500          中化国际        100             0               100             0.00                0                   5.130          502.00          0.00            0.00            0.00            0.00            5.48                未偿还          本金未归还          预约券源        
20744         20200624        20201223        600392          盛和资源        400             0               400             0.00                0                   7.170          2864.00         0.00            0.00            0.00            0.00            -3.93               未偿还          本金未归还          预约券源        
20745         20200624        20201223        600598          北大荒          100             0               100             0.00                0                   14.650         1593.00         0.00            0.00            0.00            0.00            -134.50             未偿还          本金未归还          预约券源        
